code,population,area,density
E05002024,3525,163.39,21.6
E05002025,3921,95.95,40.9
E05002026,2816,157.32,17.9
E05002027,5831,168.57,34.6
E05002028,3155,132.28,23.9
E05002029,3061,210.67,14.5
E05002030,3259,101.21,32.2
E05002031,6197,116.12,53.4
E05008605,8997,439.57,20.5
E05008606,13553,550.94,24.6
E05002034,8947,300.64,29.8
E05008607,9599,194.46,49.4
E05002036,10367,272.45,38.1
E05002037,9900,295.44,33.5
E05002038,8583,311.79,27.5
E05008608,2982,2433.59,1.2
E05002040,7793,2984.97,2.6
E05008609,2851,2624.9,1.1
E05002042,9273,3567.31,2.6
E05002078,12778,458.95,27.8
E05002079,12677,247.66,51.2
E05002080,14788,380.35,38.9
E05002081,11149,87.16,127.9
E05002082,14092,312.43,45.1
E05002083,13351,362.56,36.8
E05002084,13294,336.12,39.6
E05002085,13939,500.76,27.8
E05002086,11768,836.59,14.1
E05002087,13553,289.98,46.7
E05002088,8190,153.93,53.2
E05002089,8853,407.6,21.7
E05002090,12856,549.52,23.4
E05002091,12278,622.98,19.7
E05002092,12480,871.88,14.3
E05002093,13369,324.85,41.2
E05002094,15785,310.23,50.9
E05002095,13029,445.76,29.2
E05002096,13861,219.89,63
E05002097,14294,264.16,54.1
E05002131,11423,361.95,31.6
E05002132,6206,250.11,24.8
E05002133,7415,132.14,56.1
E05002134,10303,613.18,16.8
E05002135,8620,512.47,16.8
E05002136,7264,191.85,37.9
E05002137,6815,319.79,21.3
E05002138,9180,367.89,25
E05002139,6042,213.02,28.4
E05002140,7099,327.39,21.7
E05002141,10392,1645.27,6.3
E05002142,12515,301.49,41.5
E05002143,11554,292.04,39.6
E05002144,10779,310.11,34.8
E05002145,11355,350.65,32.4
E05002146,10683,285.98,37.4
E05002043,4115,2491.99,1.7
E05002044,3509,1165.29,3
E05002045,7446,7162.45,1
E05002046,8031,165.62,48.5
E05002047,3812,116.32,32.8
E05002048,9279,204.94,45.3
E05002049,4678,3217.56,1.5
E05002050,6834,519.12,13.2
E05002051,3381,8178.99,0.4
E05002052,7636,136.55,55.9
E05002053,10785,264.59,40.8
E05002054,12392,432.79,28.6
E05002055,10607,406.75,26.1
E05002056,7327,1908.81,3.8
E05002057,6827,571.85,11.9
E05002058,10311,354.34,29.1
E05002059,11348,197.97,57.3
E05002060,3858,3226.77,1.2
E05002061,6761,367.64,18.4
E05002062,7685,360.54,21.3
E05002063,8327,190.2,43.8
E05002064,9071,791.31,11.5
E05002065,3647,1535.55,2.4
E05002066,10817,209.76,51.6
E05002067,3628,6285.45,0.6
E05002068,4809,820.65,5.9
E05002069,7338,127.5,57.6
E05002070,12145,300.9,40.4
E05002071,7484,1373.68,5.4
E05002072,7532,1418.53,5.3
E05002073,3755,3056.77,1.2
E05002074,6994,1094.28,6.4
E05002075,11231,213.88,52.5
E05002076,8158,261.81,31.2
E05002077,11209,563.41,19.9
E05002147,20220,558.06,36.2
E05002148,3360,4564.32,0.7
E05002149,11453,239.71,47.8
E05002150,8742,190.88,45.8
E05002151,8684,294.3,29.5
E05002152,10778,155.75,69.2
E05002153,9889,337.29,29.3
E05002154,9614,254.19,37.8
E05002155,10269,207.79,49.4
E05002156,8259,3117.81,2.6
E05002157,9844,213.88,46
E05002158,12232,685.63,17.8
E05002159,10281,171.54,59.9
E05002160,6328,143.8,44
E05002161,3326,5201.36,0.6
E05002162,10274,554.56,18.5
E05002163,9095,309.58,29.4
E05002164,9338,338.17,27.6
E05002165,7555,229.44,32.9
E05002166,7771,154.81,50.2
E05002167,11332,518.34,21.9
E05002168,10512,4569.15,2.3
E05002098,9331,330.65,28.2
E05002099,10477,1102.68,9.5
E05002100,6657,988.69,6.7
E05002101,7133,142.55,50
E05002102,10636,731.41,14.5
E05002103,7275,95.54,76.1
E05002104,6910,305.46,22.6
E05002105,10194,308.44,33.1
E05002106,7650,140.32,54.5
E05002107,11262,550.06,20.5
E05002108,7362,290.18,25.4
E05002109,9525,415.54,22.9
E05002110,11592,284.53,40.7
E05002111,7178,196.42,36.5
E05002112,7777,404.93,19.2
E05008327,5231,10220.26,0.5
E05008328,4261,4329.1,1
E05008329,6117,956.36,6.4
E05008330,4607,1445.88,3.2
E05008331,4280,6882.58,0.6
E05008332,5200,3291.97,1.6
E05008333,4707,489.41,9.6
E05008334,4695,377.66,12.4
E05008335,4483,9029.9,0.5
E05008336,4850,4206.75,1.2
E05008337,6018,7309.75,0.8
E05008338,4829,10732.8,0.4
E05008339,4523,7930.9,0.6
E05008340,4278,163.36,26.2
E05008341,5243,149.77,35
E05008342,4568,121.45,37.6
E05008343,4382,9959.59,0.4
E05008344,4725,2929.99,1.6
E05008345,4183,123.52,33.9
E05008346,5076,133.47,38
E05008347,4682,162.56,28.8
E05008348,4207,106.84,39.4
E05008349,4898,167.03,29.3
E05008350,3681,168.51,21.8
E05008351,4634,390.18,11.9
E05008352,4439,93.85,47.3
E05008353,5309,525.43,10.1
E05008354,4674,836.37,5.6
E05008355,5477,2998.52,1.8
E05008356,4982,3817.9,1.3
E05008357,4279,297.92,14.4
E05008358,4179,115.69,36.1
E05008359,4033,233.19,17.3
E05008360,4894,6507.9,0.8
E05008361,7379,1091.53,6.8
E05008362,4526,5810.66,0.8
E05008363,4315,15851.86,0.3
E05008364,4967,766.46,6.5
E05008365,4523,2825.32,1.6
E05008366,5014,6609.27,0.8
E05008367,4092,821.11,5
E05008368,5874,1136.26,5.2
E05008369,5460,3030.83,1.8
E05008370,5380,283.38,19
E05008371,3963,162.44,24.4
E05008372,4432,442.16,10
E05008373,5215,163.27,31.9
E05008374,4351,178.49,24.4
E05008375,5111,112.75,45.3
E05008376,4325,3928.84,1.1
E05008377,5077,748.08,6.8
E05008378,4285,6416.43,0.7
E05008379,4763,6500.57,0.7
E05008380,4257,12666.1,0.3
E05008381,4649,4920.67,0.9
E05008382,4461,10727.15,0.4
E05008383,4271,3423.16,1.2
E05008384,4719,3662.3,1.3
E05008385,4514,731.82,6.2
E05008386,6369,340.9,18.7
E05008387,4319,173.57,24.9
E05008388,4992,169.24,29.5
E05008389,5100,100.96,50.5
E05008390,5586,469.54,11.9
E05008391,4417,206.09,21.4
E05008392,5917,321.9,18.4
E05008393,4982,140.94,35.3
E05008394,4822,8717.69,0.6
E05008395,4444,2447.78,1.8
E05008396,4264,4729.44,0.9
E05008397,4186,15795.54,0.3
E05008398,5857,6687.15,0.9
E05008399,9174,1831.41,5
E05008400,4473,13744.08,0.3
E05008401,4374,6028.47,0.7
E05008402,4941,179.5,27.5
E05008403,5305,122.48,43.3
E05008404,4002,85.18,47
E05008405,4495,123.88,36.3
E05008406,4842,171.03,28.3
E05008407,4410,113.68,38.8
E05008408,4309,158.93,27.1
E05008409,4350,9369.13,0.5
E05008410,4623,407.86,11.3
E05008411,5242,13815.02,0.4
E05008412,5231,362.11,14.4
E05008413,5195,672.91,7.7
E05008414,4163,12789.57,0.3
E05008415,4327,17284.06,0.3
E05008416,4868,1080.53,4.5
E05008417,4331,206.71,21
E05008418,5856,228.93,25.6
E05008419,4806,2275.64,2.1
E05008420,3944,2224.69,1.8
E05008421,3894,6638.56,0.6
E05008422,4395,3091.77,1.4
E05008423,4159,363,11.5
E05008424,5470,1646.98,3.3
E05003459,2603,2386.86,1.1
E05003460,4507,1617.83,2.8
E05003461,1824,2086.95,0.9
E05003462,4842,7577.98,0.6
E05003463,5967,1367.88,4.4
E05003464,2326,1984.5,1.2
E05003465,4493,6890.23,0.7
E05003466,2000,3191.27,0.6
E05003467,2041,2950.62,0.7
E05003468,6320,302.33,20.9
E05003469,6719,255.57,26.3
E05003470,7145,808.33,8.8
E05003471,7025,109.15,64.4
E05003472,7223,404.83,17.8
E05008542,2274,2099.98,1.1
E05008543,6798,756.41,9
E05003475,4685,540.23,8.7
E05003476,2358,3402.69,0.7
E05003477,2095,1351.46,1.6
E05003478,2201,7931.2,0.3
E05008544,4124,4340,1
E05003480,4898,871.32,5.6
E05003481,2120,3926.99,0.5
E05003482,7096,475.86,14.9
E05003483,2187,3395.59,0.6
E05003484,6372,649.39,9.8
E05003485,5178,590.1,8.8
E05003486,2514,5123.69,0.5
E05003487,2521,3638.29,0.7
E05008545,2380,2205.02,1.1
E05003489,5260,2273.29,2.3
E05003490,2361,5928.82,0.4
E05003491,8682,574.31,15.1
E05003492,5650,178.78,31.6
E05003493,4992,360.71,13.8
E05003494,8989,394.07,22.8
E05003495,5824,81.52,71.4
E05003496,5521,290.88,19
E05003497,5851,84.07,69.6
E05003498,5343,376.9,14.2
E05003499,6454,333.22,19.4
E05003500,6786,98.93,68.6
E05003501,9222,328.17,28.1
E05003502,6635,137.47,48.3
E05003503,6891,94.77,72.7
E05003504,5215,124.48,41.9
E05003505,6256,339.48,18.4
E05003506,6455,85.95,75.1
E05003507,5519,567.97,9.7
E05003508,7488,251.09,29.8
E05008546,3824,331.64,11.5
E05003510,2041,626.27,3.3
E05003511,1602,4686.19,0.3
E05003512,3218,6258.57,0.5
E05003513,4225,1785.62,2.4
E05003514,3412,11364.13,0.3
E05003515,5050,788.63,6.4
E05003516,3999,303.88,13.2
E05003517,2044,6096.54,0.3
E05003518,3644,78,46.7
E05003519,2096,4352.41,0.5
E05003520,3776,108.25,34.9
E05003521,5808,1519.67,3.8
E05003522,6785,1685.9,4
E05008547,1520,4013.59,0.4
E05003524,3429,10702.37,0.3
E05003525,1875,1266.96,1.5
E05003526,1660,5782.13,0.3
E05003527,1629,3690.96,0.4
E05003528,4039,7158.43,0.6
E05003529,1708,3388.2,0.5
E05003530,1603,5109.66,0.3
E05003531,5275,2889.67,1.8
E05008548,3488,7305.81,0.5
E05003533,4565,616.61,7.4
E05003534,1911,10257.74,0.2
E05003535,2117,8002.56,0.3
E05003536,3999,1807.4,2.2
E05003537,4129,2410.1,1.7
E05003538,4910,94.89,51.7
E05003539,2255,9631.05,0.2
E05003540,2081,8396.14,0.2
E05003541,3941,7058.19,0.6
E05003542,4591,84.43,54.4
E05003543,4310,1037.31,4.2
E05003544,3748,4844.37,0.8
E05003545,2673,1144.98,2.3
E05003546,4528,134.48,33.7
E05003547,2444,652,3.7
E05003548,4537,1424.37,3.2
E05003549,1501,2995,0.5
E05003550,4957,7964.1,0.6
E05003551,4099,198.27,20.7
E05003552,1647,6857.1,0.2
E05003553,1879,7704.37,0.2
E05003554,4629,167.82,27.6
E05003555,2206,14129.39,0.2
E05003556,4452,274.61,16.2
E05003557,4875,1650.44,3
E05003558,2313,8797.17,0.3
E05003559,4370,270.21,16.2
E05003560,2265,5515.83,0.4
E05003561,2217,5349.4,0.4
E05003562,4723,5848.18,0.8
E05003563,1951,4206.78,0.5
E05003564,2321,8251.34,0.3
E05003565,1753,1231.04,1.4
E05003566,4225,2348.91,1.8
E05003567,2597,331.85,7.8
E05003568,1877,3133.35,0.6
E05003569,2321,11325.09,0.2
E05003570,5004,9363.34,0.5
E05003571,2477,86.67,28.6
E05003572,5010,111.57,44.9
E05003573,4364,118.6,36.8
E05003574,2074,183.5,11.3
E05003575,2307,181.26,12.7
E05003576,2123,851.49,2.5
E05003577,1814,1881.39,1
E05003578,3353,2572.11,1.3
E05003579,1529,4111.47,0.4
E05003580,1927,3268.57,0.6
E05003581,2559,1237.12,2.1
E05003582,1895,2398.4,0.8
E05003583,1886,3139.95,0.6
E05003584,3582,170.39,21
E05003585,4494,428.74,10.5
E05003586,4455,2894.78,1.5
E05003587,1946,5322.38,0.4
E05003588,2042,1095.96,1.9
E05003589,2049,1690.32,1.2
E05008599,6180,4115.2,1.5
E05003591,7718,3925.81,2
E05003592,2570,1611.9,1.6
E05003593,7721,4007.61,1.9
E05003594,5043,890.27,5.7
E05003595,7089,233.48,30.4
E05003596,6847,224.62,30.5
E05003597,6125,4075.54,1.5
E05008600,5254,366.78,14.3
E05003599,8203,1165.64,7
E05003600,4958,1005.33,4.9
E05003601,2862,3813.9,0.8
E05003602,2469,1167.59,2.1
E05003603,5906,5801.58,1
E05003604,3046,3379.76,0.9
E05003605,5679,1853.98,3.1
E05003606,5937,1176.85,5
E05003607,5210,1613.1,3.2
E05003608,2806,12421.68,0.2
E05003609,2465,948.67,2.6
E05003610,2715,5483.81,0.5
E05003611,4942,197.93,25
E05003612,4788,272.78,17.6
E05003613,5019,136.17,36.9
E05003614,2668,7497.02,0.4
E05003615,2817,445.31,6.3
E05003616,5990,3270.47,1.8
E05003617,5717,160.52,35.6
E05003618,5358,382.62,14
E05003619,1650,9629.29,0.2
E05003620,1537,7318,0.2
E05003621,1627,4277.12,0.4
E05003622,1534,6986.4,0.2
E05003623,1716,5714.51,0.3
E05003624,3019,11694.88,0.3
E05003625,3947,5290.19,0.7
E05003626,1689,4162.53,0.4
E05003627,1488,3321.54,0.4
E05003628,5427,343.98,15.8
E05003629,1706,178.55,9.6
E05003630,1999,5051.11,0.4
E05003631,1734,5250.86,0.3
E05003632,1643,4803.86,0.3
E05003633,5714,1453.39,3.9
E05003634,1668,5074.33,0.3
E05003635,1679,7367.2,0.2
E05003636,2112,166.34,12.7
E05003637,2068,6042.32,0.3
E05003638,2989,2508.03,1.2
E05003639,1610,9464.45,0.2
E05003640,3380,2581.38,1.3
E05003641,1445,5940.15,0.2
E05003642,1449,3018.45,0.5
E05003643,1614,7032.01,0.2
E05003644,1695,8268.42,0.2
E05003645,2218,5560.41,0.4
E05003646,2024,9210.51,0.2
E05003647,2047,21873.29,0.1
E05003648,1559,7290.92,0.2
E05003649,1617,7167.97,0.2
E05003650,2026,3073.7,0.7
E05003651,4085,138.82,29.4
E05003652,3415,3668.91,0.9
E05003653,1622,5473.29,0.3
E05003654,5641,873.11,6.5
E05003655,4305,354.76,12.1
E05003656,2334,101.92,22.9
E05003657,1683,4386.06,0.4
E05003658,1680,4743.57,0.4
E05003659,3115,3233.43,1
E05003660,4177,868.9,4.8
E05003661,4875,132.47,36.8
E05003662,3456,199.19,17.4
E05003663,4366,120.58,36.2
E05003664,4977,176.8,28.2
E05003665,3638,158.03,23
E05003666,4470,115.91,38.6
E05003667,4252,221.68,19.2
E05003668,3720,2632.83,1.4
E05003669,4234,130.83,32.4
E05003670,5587,281.74,19.8
E05003671,2848,699.31,4.1
E05003672,2457,70.58,34.8
E05003673,4626,435.96,10.6
E05003674,2301,450.04,5.1
E05003675,5038,125.25,40.2
E05003676,2457,707.19,3.5
E05003677,2638,394.52,6.7
E05003678,2189,6792.3,0.3
E05003679,4340,258.07,16.8
E05003680,5132,296.9,17.3
E05003681,2491,8063.46,0.3
E05003682,2286,4297.96,0.5
E05003683,2502,585.94,4.3
E05003684,4650,525.08,8.9
E05003685,4588,2174.82,2.1
E05003686,2271,305.88,7.4
E05003687,2343,751.76,3.1
E05003688,2582,5530.69,0.5
E05003689,2647,685.67,3.9
E05003690,4984,428.83,11.6
E05003691,2567,54.29,47.3
E05003692,4654,583.37,8
E05003693,7561,853.75,8.9
E05003694,7014,364.95,19.2
E05003695,3897,7357.98,0.5
E05003696,3574,4563.3,0.8
E05003697,1781,33.08,53.8
E05003698,2062,103.65,19.9
E05003699,1876,52.78,35.5
E05003700,1993,121.5,16.4
E05003701,2271,38.44,59.1
E05003702,1905,3171.05,0.6
E05003703,1850,4732.37,0.4
E05003704,1993,5495.89,0.4
E05003705,2509,149.54,16.8
E05003706,4818,5791.22,0.8
E05003707,1773,116.15,15.3
E05003708,1967,4860.4,0.4
E05003709,1998,1550.62,1.3
E05003710,2297,1475.57,1.6
E05003711,3216,2272.57,1.4
E05003712,2436,1685.42,1.4
E05003713,1711,1838.92,0.9
E05003714,2121,66.54,31.9
E05003715,1905,93.53,20.4
E05003716,1780,67.09,26.5
E05003717,1508,222.19,6.8
E05003718,4757,3107.89,1.5
E05003719,2277,4128.94,0.6
E05003720,3302,3888.97,0.8
E05003721,1786,3660.77,0.5
E05003722,3220,275.39,11.7
E05003723,1945,4406.23,0.4
E05003724,1780,5787.45,0.3
E05003725,1764,6633,0.3
E05003726,1491,1993.86,0.7
E05003727,3747,2867.48,1.3
E05003728,4244,376.61,11.3
E05003729,3739,1072.12,3.5
E05003730,2774,2976.91,0.9
E05003731,3771,602.31,6.3
E05003732,5830,519.08,11.2
E05003733,5496,635.37,8.7
E05003734,1464,5094.26,0.3
E05003735,1618,6005.84,0.3
E05003736,5310,1471.05,3.6
E05003737,4107,3782.78,1.1
E05003738,1914,1911.62,1
E05003739,2038,279.23,7.3
E05003740,4422,176.04,25.1
E05003741,5675,397.74,14.3
E05003742,1870,1701.93,1.1
E05003743,1736,4636.91,0.4
E05003744,1897,3275.03,0.6
E05003745,2000,5133.19,0.4
E05003746,4768,7749.16,0.6
E05003747,1697,1723.56,1
E05003748,2094,7775.35,0.3
E05003749,5515,1395.92,4
E05003750,1745,2725.84,0.6
E05003751,4721,142.95,33
E05003752,5456,296.62,18.4
E05003753,4049,125.38,32.3
E05003754,4834,147.08,32.9
E05003755,2210,6149.24,0.4
E05003756,1848,7411.93,0.2
E05003757,1697,3739.46,0.5
E05003758,3671,501.23,7.3
E05003759,2081,6203.43,0.3
E05003760,1717,5801.46,0.3
E05003761,2080,2857.13,0.7
E05003762,3804,4849.32,0.8
E05003763,1988,7207.82,0.3
E05003764,2437,6185.3,0.4
E05003765,2011,6233.34,0.3
E05003766,4422,228.42,19.4
E05003767,5101,439.68,11.6
E05003768,2095,5317.44,0.4
E05003769,1564,1645.89,1
E05003770,3688,123.28,29.9
E05003771,5878,116.43,50.5
E05003772,4830,709.48,6.8
E05003773,3811,104.35,36.5
E05003774,3656,373.34,9.8
E05003775,5175,500.81,10.3
E05003776,4013,334.57,12
E05003777,3628,643.85,5.6
E05003778,3783,69.4,54.5
E05003779,5265,273.12,19.3
E05003780,3682,104.19,35.3
E05003781,3404,433.03,7.9
E05003782,3592,91.75,39.1
E05003783,5191,122.56,42.4
E05003784,5571,175.72,31.7
E05004288,5394,76.09,70.9
E05004289,5460,697.98,7.8
E05004290,5071,184.35,27.5
E05004291,5628,486.45,11.6
E05004292,4851,360.44,13.5
E05004293,5951,135.94,43.8
E05004294,6902,204.57,33.7
E05004295,5923,119.35,49.6
E05004296,5275,214.87,24.5
E05004297,5731,138.23,41.5
E05004298,6689,158.53,42.2
E05004299,5327,163.09,32.7
E05004300,5165,409.21,12.6
E05004301,6108,130.31,46.9
E05004302,6403,69.61,92
E05004303,6834,141.87,48.2
E05004304,6536,195.41,33.4
E05004305,5700,527.13,10.8
E05004306,5316,115.6,46
E05004307,5468,132.34,41.3
E05004308,1884,7039.89,0.3
E05004309,1930,5367.04,0.4
E05004310,3365,3669.55,0.9
E05004311,2041,3051.87,0.7
E05004312,3676,2291.86,1.6
E05004313,5888,7075.18,0.8
E05004314,1705,6856.28,0.2
E05004315,1970,6262.8,0.3
E05004316,4072,122.69,33.2
E05004317,3779,261.24,14.5
E05004318,3296,1198.8,2.7
E05004319,3614,538.64,6.7
E05004320,4315,138.5,31.2
E05004321,1793,6951.95,0.3
E05004322,4031,3197.91,1.3
E05004323,1794,6338.81,0.3
E05004324,1887,8765.35,0.2
E05004325,1789,3357.25,0.5
E05004326,3973,3352.64,1.2
E05004327,3493,609.23,5.7
E05004328,1854,2196.27,0.8
E05004329,2103,3218.36,0.7
E05004330,1766,10428.65,0.2
E05004331,1829,5910.45,0.3
E05004332,5472,194.9,28.1
E05004333,1955,4066.27,0.5
E05004334,1900,9794.18,0.2
E05004335,5707,4195.4,1.4
E05004336,3094,2403.34,1.3
E05004337,1714,2040.31,0.8
E05004338,1652,71.23,23.2
E05004339,1754,2025.81,0.9
E05004340,3171,715.1,4.4
E05004341,1901,4657.27,0.4
E05004342,1520,2689.47,0.6
E05004343,1760,1887.75,0.9
E05004344,3545,95.96,36.9
E05004345,4949,1490.86,3.3
E05004346,3072,641.3,4.8
E05004347,5287,379.63,13.9
E05004348,2496,3024.67,0.8
E05004349,1690,1952.65,0.9
E05004350,3768,2131.77,1.8
E05004351,4819,1541.42,3.1
E05004352,5047,660.24,7.6
E05004353,1852,466.66,4
E05004354,4607,1386.1,3.3
E05004355,3767,191.6,19.7
E05004356,3297,3965.23,0.8
E05004357,3088,4183.63,0.7
E05004358,1583,2610.64,0.6
E05004359,3522,2672.72,1.3
E05004360,1856,2906.35,0.6
E05004361,1664,3234.34,0.5
E05004362,5486,2624.58,2.1
E05004363,9495,196.53,48.3
E05004364,10317,398.38,25.9
E05004365,10953,131.46,83.3
E05004366,5776,144.11,40.1
E05004367,5839,140.83,41.5
E05004368,8826,194.1,45.5
E05004369,7411,215.13,34.4
E05004370,9532,282.03,33.8
E05004371,10277,486.11,21.1
E05004372,10253,182.81,56.1
E05004373,2994,174.94,17.1
E05004374,10421,349.34,29.8
E05004375,7098,227.02,31.3
E05004376,5889,194.44,30.3
E05004377,6607,736.45,9
E05004378,2116,765.83,2.8
E05004379,4181,2451.74,1.7
E05004380,2142,2922.24,0.7
E05004381,7316,202.06,36.2
E05004382,4134,595.97,6.9
E05004383,4028,585.91,6.9
E05004384,2150,142.7,15.1
E05004385,6509,478.91,13.6
E05004386,2299,2536.34,0.9
E05004387,6697,462.18,14.5
E05004388,1794,1988.95,0.9
E05004389,2166,69.14,31.3
E05004390,4783,3254.98,1.5
E05004391,2096,2657.78,0.8
E05004392,4357,1651.23,2.6
E05004393,6614,1842.49,3.6
E05004394,1747,348.55,5
E05004395,4158,4652.89,0.9
E05004396,4543,334.73,13.6
E05004397,4760,5200.95,0.9
E05004398,2141,54.99,38.9
E05004399,7725,493.78,15.6
E05004400,3960,1760.95,2.2
E05004401,2327,507.81,4.6
E05004402,2150,161.61,13.3
E05004403,2215,197.13,11.2
E05004404,2845,2188.63,1.3
E05004405,1879,4233.15,0.4
E05004406,2437,109.72,22.2
E05004407,6510,3212.13,2
E05004408,4534,1668.23,2.7
E05008563,2124,2885.36,0.7
E05008564,7387,1048.01,7
E05008565,4098,550.78,7.4
E05004412,6892,448.51,15.4
E05008566,2009,288.53,7
E05008567,4204,2524.71,1.7
E05008568,4248,163.28,26
E05004416,4355,325.39,13.4
E05008569,4545,5013.63,0.9
E05004418,4206,5781.81,0.7
E05008570,1332,88.43,15.1
E05004420,2887,688.42,4.2
E05008571,1955,6155.3,0.3
E05004422,5080,176.4,28.8
E05008572,1592,2439.6,0.7
E05008573,1936,860.9,2.2
E05004425,1969,190.34,10.3
E05008574,4094,612.05,6.7
E05004427,4533,229.21,19.8
E05004428,1668,1496.38,1.1
E05008575,6295,7806.56,0.8
E05006760,2371,5395.1,0.4
E05006761,4835,2775.09,1.7
E05006762,2125,4285.92,0.5
E05006763,2198,3878.12,0.6
E05006764,2147,9052.67,0.2
E05006765,4700,2320.69,2
E05006766,2374,4472.35,0.5
E05006767,2334,2164.82,1.1
E05006768,2284,4620.59,0.5
E05006769,4235,119,35.6
E05006770,4496,135.02,33.3
E05006771,4959,224.22,22.1
E05006772,4846,141.96,34.1
E05006773,2927,76.63,38.2
E05006774,4740,135.52,35
E05006775,2406,218.71,11
E05006776,2248,1232.32,1.8
E05006777,2220,299.17,7.4
E05006778,2058,279.47,7.4
E05006779,2540,3963.69,0.6
E05006780,2061,7190.36,0.3
E05006781,2227,3226.1,0.7
E05006782,2127,2313.42,0.9
E05006783,2421,3230.13,0.7
E05006784,5493,713.43,7.7
E05006785,4876,210.83,23.1
E05006786,4157,372.97,11.1
E05006787,5589,735.3,7.6
E05006788,2059,58.35,35.3
E05006789,2180,5512.54,0.4
E05006790,1961,120.05,16.3
E05006791,4360,178.21,24.5
E05006792,4215,249.07,16.9
E05006793,2510,4041.69,0.6
E05008893,4261,3496.91,1.2
E05008894,2169,1443.77,1.5
E05008895,4722,95.86,49.3
E05008896,4633,219.67,21.1
E05008897,7766,148.34,52.4
E05008898,5272,110.45,47.7
E05008899,6281,112.04,56.1
E05008900,5471,160.52,34.1
E05008901,4241,577.72,7.3
E05008902,7182,213.45,33.6
E05008903,6419,399.57,16.1
E05008904,4507,2814.81,1.6
E05008905,6842,4208.08,1.6
E05008906,2130,3402.7,0.6
E05008907,7555,469.03,16.1
E05008908,2171,1966.98,1.1
E05008909,4506,4941.07,0.9
E05008910,5016,6032.72,0.8
E05008911,7155,6775.1,1.1
E05008912,4647,1898.92,2.4
E05008913,4471,7352.43,0.6
E05008914,4796,6310.97,0.8
E05008915,2375,3285.17,0.7
E05006819,2334,5495.5,0.4
E05006820,5450,7443.98,0.7
E05006821,2907,1620.75,1.8
E05006822,7308,611.13,12
E05006823,2211,3129.13,0.7
E05006824,2742,3380.14,0.8
E05006825,5502,5817.73,0.9
E05006826,2639,243.24,10.8
E05006827,2070,84.17,24.6
E05006828,2743,101.98,26.9
E05006829,3190,79.74,40
E05006830,2432,122.42,19.9
E05006831,5310,4672.19,1.1
E05006832,7826,1099.61,7.1
E05006833,2527,2299.31,1.1
E05006834,2421,1956.53,1.2
E05006835,2711,833.58,3.3
E05006836,6017,1361.95,4.4
E05006837,2772,4784.67,0.6
E05006838,4319,3768.98,1.1
E05006839,2872,622.21,4.6
E05006840,5724,2919.4,2
E05006841,2802,1335.19,2.1
E05006842,2428,2830.27,0.9
E05006843,3005,3534.73,0.9
E05006844,2336,2696.02,0.9
E05006845,2307,2152.85,1.1
E05006846,4866,2533.11,1.9
E05006847,2660,1500.05,1.8
E05006848,2442,8045.94,0.3
E05006849,2830,5921.16,0.5
E05006850,5402,3800.09,1.4
E05006851,5272,1148.82,4.6
E05006852,2293,6191.27,0.4
E05006853,7716,179.33,43
E05006854,7575,234.06,32.4
E05006855,8798,433.39,20.3
E05006856,7449,192.65,38.7
E05006857,7035,726.96,9.7
E05006858,3910,547.58,7.1
E05006859,6323,4700.48,1.3
E05006860,2064,5216.57,0.4
E05006861,2337,3273.95,0.7
E05006862,5729,149.28,38.4
E05006863,2208,3294.93,0.7
E05006864,2184,3580.44,0.6
E05006865,2164,4912.01,0.4
E05006866,3226,4859.5,0.7
E05006867,3046,669.9,4.5
E05006868,4008,1689.44,2.4
E05006869,4004,2004.38,2
E05006870,6457,150.63,42.9
E05006871,4734,78.56,60.3
E05006872,6321,127.59,49.5
E05006873,6464,172.13,37.6
E05006874,3754,194.23,19.3
E05006875,5514,147.71,37.3
E05006876,5394,271.12,19.9
E05006877,6248,143.85,43.4
E05006878,2072,1033.41,2
E05006879,3865,200.29,19.3
E05006880,3946,244.06,16.2
E05006881,6011,420.57,14.3
E05006882,4304,1284.43,3.4
E05006883,3900,6869.25,0.6
E05008916,2314,367.13,6.3
E05008917,1287,11298.75,0.1
E05008918,1158,2472.34,0.5
E05008919,1191,3480.69,0.3
E05008920,2491,9794.09,0.3
E05008921,1219,2028.9,0.6
E05008922,1123,16639.07,0.1
E05008923,4893,219.81,22.3
E05008924,2139,180.37,11.9
E05008925,2635,368.51,7.2
E05008926,2196,5874.31,0.4
E05008927,2338,10459.21,0.2
E05008928,2121,5161.97,0.4
E05008929,3785,250.98,15.1
E05008930,1088,2720.61,0.4
E05008931,2697,1217.77,2.2
W05000001,1370,3923.64,0.3
W05000002,2507,267.57,9.4
W05000003,1282,1550.97,0.8
W05000004,1938,855.72,2.3
W05000005,1534,3507.4,0.4
W05000006,1704,4088.48,0.4
W05000007,1519,188.76,8
W05000008,1903,2367.44,0.8
W05000009,1869,527.38,3.5
W05000010,1230,98.7,12.5
W05000011,1484,373.66,4
W05000882,2254,2312.59,1
W05000013,2049,526.2,3.9
W05000014,1588,177.77,8.9
W05000015,1203,25.54,47.1
W05000883,1525,118.7,12.8
W05000017,1357,1372.64,1
W05000884,1513,985.19,1.5
W05000019,1315,5463.44,0.2
W05000020,2264,4607.68,0.5
W05000021,1648,3555.29,0.5
W05000022,2925,3538.15,0.8
W05000885,2016,3384.33,0.6
W05000024,1229,925.71,1.3
W05000025,1851,2747.58,0.7
W05000026,1941,6393.98,0.3
