code,population,area,density
E05003364,1827,1837.26,1
E05003365,1710,2217.3,0.8
E05003366,5813,1645.58,3.5
E05003367,5241,156.27,33.5
E05003368,4455,805.47,5.5
E05003369,4530,103.71,43.7
E05003370,5204,113.61,45.8
E05003371,6198,163.2,38
E05003372,4306,1905.55,2.3
E05003373,5356,242.86,22.1
E05003374,4707,171.93,27.4
E05003375,4174,170.19,24.5
E05003376,6216,263.13,23.6
E05003377,3616,1932.74,1.9
E05003378,4221,201.26,21
E05003379,6053,152.61,39.7
E05003380,6277,491.96,12.8
E05003381,7335,857.2,8.6
E05003382,4195,85.73,48.9
E05003383,4956,312.64,15.9
E05003384,3933,132.23,29.7
E05003385,6629,326.05,20.3
E05003386,2100,487.69,4.3
E05003387,4980,1683,3
E05003388,7399,203.9,36.3
E05003389,1945,199.05,9.8
E05003390,3920,3244.67,1.2
E05003391,2540,5361.8,0.5
E05003392,4188,82.65,50.7
E05003393,2238,1371.51,1.6
E05003394,4160,304.17,13.7
E05003395,3685,880.24,4.2
E05003396,3966,894.8,4.4
E05003397,1731,215.18,8
E05003398,2531,84.87,29.8
E05003399,2003,66.84,30
E05003400,4302,164.65,26.1
E05003401,2056,2434.81,0.8
E05003402,3880,18906.54,0.2
E05003403,4171,100.56,41.5
E05003404,2233,2907.21,0.8
E05003405,3939,735.95,5.4
E05003406,4229,487.23,8.7
E05003407,4748,184.86,25.7
E05003408,2796,175.39,15.9
E05003409,1781,6454.24,0.3
E05003410,2006,1647.39,1.2
E05003411,4727,217.42,21.7
E05003412,4573,263.34,17.4
E05003413,1789,180.49,9.9
E05003414,2101,4802.99,0.4
E05003415,6455,1410.17,4.6
E05003416,2199,135.67,16.2
E05003417,1905,3867.71,0.5
E05003418,1891,3982.14,0.5
E05003419,3676,4140.3,0.9
E05003420,5707,901.06,6.3
E05003421,3747,238.45,15.7
E05003422,3284,235.92,13.9
E05003423,4142,240.46,17.2
E05003424,5328,243.56,21.9
E05003425,3435,450.61,7.6
E05003426,3595,280.31,12.8
E05003427,3791,559.08,6.8
E05003428,5072,225.91,22.5
E05003429,3850,686.52,5.6
E05003430,3732,862.63,4.3
E05003431,3739,331.54,11.3
E05003432,5706,296.95,19.2
E05003433,5726,448.02,12.8
E05003434,5207,1629.64,3.2
E05003435,2719,368.08,7.4
E05003436,1750,1537.33,1.1
E05003437,5592,2217.75,2.5
E05003438,4076,1896.74,2.1
E05003439,3992,393.58,10.1
E05003440,1876,1044.75,1.8
E05003441,5485,480.99,11.4
E05008809,6666,4259.67,1.6
E05008810,6881,340.02,20.2
E05008811,5584,5490,1
E05008812,2563,144.93,17.7
E05008813,9528,4575.18,2.1
E05008814,4993,2396.51,2.1
E05008815,5089,2061.53,2.5
E05008816,8357,332.19,25.2
E05008817,8245,681.32,12.1
E05008818,5603,6129.8,0.9
E05008819,5262,4084.6,1.3
E05008820,4328,739.07,5.9
E05008821,7848,268.69,29.2
E05008822,4531,1199.32,3.8
E05008823,9133,1109.23,8.2
E05005408,4705,262.22,17.9
E05005409,4761,1471.74,3.2
E05005410,6647,1472.04,4.5
E05005411,2148,1176.03,1.8
E05005412,5001,348.42,14.4
E05005413,4692,1201.76,3.9
E05005414,4642,158.35,29.3
E05005415,7128,266.17,26.8
E05005416,2651,73.99,35.8
E05005417,4258,701.98,6.1
E05005418,5301,315.05,16.8
E05005419,2563,1683.56,1.5
E05005420,5311,233.57,22.7
E05005421,4769,284.61,16.8
E05005422,7093,176.52,40.2
E05005423,7678,522.27,14.7
E05005424,7461,2452.95,3
E05005425,7106,245.43,29
E05005426,6528,497.21,13.1
E05005427,6534,1130.66,5.8
E05005428,5902,509.52,11.6
E05005429,6619,207.65,31.9
E05005430,2866,187.71,15.3
E05005431,3422,3661.95,0.9
E05005432,6487,118.35,54.8
E05005433,6061,867.19,7
E05005434,5829,364.23,16
E05005435,6004,352.26,17
E05005436,6504,479.71,13.6
E05005437,5440,396.88,13.7
E05005438,5697,561.95,10.1
E05005439,7416,306.16,24.2
E05005440,6725,170.45,39.5
E05005441,6070,102.42,59.3
E05005442,6907,194,35.6
E05005443,3018,3285.86,0.9
E05005444,6493,1108.73,5.9
E05005445,6188,1753.9,3.5
E05005446,6519,899.27,7.2
E05005447,6986,911.94,7.7
E05005448,7257,805.92,9
E05005449,6243,176.66,35.3
E05005450,6561,515.45,12.7
E05005451,3155,4480.82,0.7
E05005452,9668,466.63,20.7
E05005453,3001,3392.2,0.9
E05005454,1863,6292.6,0.3
E05005455,2557,3991.83,0.6
E05005456,2324,76.78,30.3
E05005457,2840,229.8,12.4
E05005458,1772,325.57,5.4
E05005459,2004,366.91,5.5
E05005460,2200,2949.85,0.7
E05005461,4894,512.92,9.5
E05005462,4358,3525.16,1.2
E05005463,6823,4030.04,1.7
E05005464,2949,4099.84,0.7
E05005465,2328,82.92,28.1
E05005466,2227,531.37,4.2
E05005467,2297,215.22,10.7
E05005468,2501,272.19,9.2
E05005469,7296,1198.84,6.1
E05005470,5055,412.28,12.3
E05005471,4155,151.02,27.5
E05005472,6405,214.12,29.9
E05005473,2587,5087.21,0.5
E05005474,2308,5842.22,0.4
E05005475,2348,4404.2,0.5
E05005476,6980,2330.07,3
E05005477,2030,9697.91,0.2
E05005478,2281,2336.88,1
E05005479,3455,4893.39,0.7
E05005480,3250,1738.53,1.9
E05005481,9022,853.32,10.6
E05005482,5706,337.37,16.9
E05005483,8862,919.5,9.6
E05005484,3492,3694.35,0.9
E05005485,10047,820.41,12.2
E05005486,6796,831.14,8.2
E05005487,6041,166.25,36.3
E05005488,8709,398.36,21.9
E05005489,9451,518.04,18.2
E05005490,6480,446.41,14.5
E05005491,5681,1525.13,3.7
E05005492,8009,4392.38,1.8
E05005493,7073,2621.62,2.7
E05005494,3004,5578.71,0.5
E05005495,3286,1058.24,3.1
E05005496,3587,2699.7,1.3
E05005497,1803,7589.53,0.2
E05005498,1776,4915.06,0.4
E05005499,1747,4513.95,0.4
E05005500,4226,6024.89,0.7
E05005501,3575,326.43,11
E05005502,5373,499.12,10.8
E05005503,3995,356.58,11.2
E05005504,5092,494.54,10.3
E05005505,5541,368.16,15.1
E05005506,3582,261.36,13.7
E05005507,1934,3467.21,0.6
E05005508,1756,4511.83,0.4
E05005509,1575,3026.31,0.5
E05005510,1528,8024.77,0.2
E05005511,2252,3510.51,0.6
E05005512,2679,174.49,15.4
E05005513,5070,984.37,5.2
E05005514,4781,865.04,5.5
E05005515,3373,600.71,5.6
E05005516,2399,3449.28,0.7
E05005517,7254,2729.15,2.7
E05005518,5988,246.32,24.3
E05005519,6907,1635.04,4.2
E05005520,4792,830.77,5.8
E05005521,7121,1482.35,4.8
E05005522,4725,2101.5,2.2
E05005523,5209,707.13,7.4
E05005524,4922,1297.91,3.8
E05005525,2637,734.83,3.6
E05005526,2522,2026.53,1.2
E05005527,5143,305.83,16.8
E05005528,4367,257.83,16.9
E05005529,4460,3467.43,1.3
E05005530,6867,525.83,13.1
E05005531,3953,201.33,19.6
E05005532,6607,293.81,22.5
E05005533,4225,199.47,21.2
E05005534,4423,116.84,37.9
E05005535,4641,170.16,27.3
E05005536,7490,316.07,23.7
E05005537,5899,263.95,22.3
E05005538,6462,155.01,41.7
E05005539,5898,505.26,11.7
E05005540,6572,130.43,50.4
E05005541,2558,71.98,35.5
E05005542,3877,5278.88,0.7
E05005543,4468,179.19,24.9
E05005544,6000,2069.5,2.9
E05005545,3883,6007.5,0.6
E05005546,1671,2997.63,0.6
E05005547,4999,2308.75,2.2
E05005548,3867,622.74,6.2
E05005549,3419,5157.78,0.7
E05005550,2182,92.88,23.5
E05005551,5619,121.24,46.3
E05005552,2617,276.38,9.5
E05005553,3657,83.84,43.6
E05005554,2031,40.37,50.3
E05005555,3773,8935.27,0.4
E05005556,2063,119.85,17.2
E05005557,4206,234.95,17.9
E05005558,3747,1555.04,2.4
E05005559,4531,4147.42,1.1
E05005560,1831,6801.38,0.3
E05005561,2340,1779.69,1.3
E05005562,4674,2492.41,1.9
E05005563,6943,3363.04,2.1
E05005564,2288,6329.03,0.4
E05005565,1920,7393.31,0.3
E05005566,2181,2849.45,0.8
E05005567,2495,5549.95,0.4
E05005568,3691,613.31,6
E05005569,7073,1134.47,6.2
E05005570,2107,9762.7,0.2
E05005571,2392,1602.72,1.5
E05005572,1891,13466.55,0.1
E05005573,2128,11410.36,0.2
E05005574,1983,294.29,6.7
E05005575,2005,66.09,30.3
E05005576,2028,726.89,2.8
E05005577,2123,7947.35,0.3
E05005578,2194,5846.67,0.4
E05005579,2274,334.67,6.8
E05005580,1963,3877.05,0.5
E05005581,1933,3841.94,0.5
E05005582,2350,62,37.9
E05005583,2270,12253.84,0.2
E05005584,5594,464.16,12.1
E05005585,2431,64.7,37.6
E05005586,2530,68.84,36.8
E05005587,2005,342,5.9
E05005588,2425,214.89,11.3
E05005589,4840,357.99,13.5
E05005590,4208,341.67,12.3
E05005591,1979,2216.49,0.9
E05005592,2066,6267.96,0.3
E05005593,3045,500.39,6.1
E05005594,2357,5394.47,0.4
E05005595,2087,275.53,7.6
E05005596,2269,439.39,5.2
E05005597,2196,11483.32,0.2
E05005598,2449,3377.85,0.7
E05005599,2404,51.03,47.1
E05005600,2159,819.37,2.6
E05005601,4192,7499.35,0.6
E05005602,2027,6986.22,0.3
E05005603,4937,471.69,10.5
E05005604,1826,7826.47,0.2
E05005605,4298,2073.41,2.1
E05005606,2469,4541.81,0.5
E05005607,11426,598.65,19.1
E05005608,8520,244.69,34.8
E05005609,7465,558.44,13.4
E05005610,7289,226.5,32.2
E05005611,13975,619.55,22.6
E05005612,7540,194.73,38.7
E05005613,7401,149.39,49.5
E05005614,6471,281.98,22.9
E05005615,7287,226.74,32.1
E05005616,7504,217.37,34.5
E05005617,8663,250.76,34.5
E05005618,5622,9586.79,0.6
E05005619,4707,8236.18,0.6
E05005620,5000,8130.47,0.6
E05005621,9328,1494.78,6.2
E05005622,4934,4309.81,1.1
E05005623,5331,8457.08,0.6
E05005624,5304,6504.58,0.8
E05005625,5353,6793.75,0.8
E05005626,6787,2727.7,2.5
E05005627,2414,6762.2,0.4
E05005628,2110,3564.12,0.6
E05005629,5445,8905.23,0.6
E05005630,1939,77.79,24.9
E05005631,2812,386.85,7.3
E05005632,4180,250.75,16.7
E05005633,2660,91.87,29
E05005634,2293,120.76,19
E05005635,2324,10741.94,0.2
E05005636,5637,1598.83,3.5
E05005637,3465,1327.56,2.6
E05005638,2424,98.99,24.5
E05005639,2774,616.81,4.5
E05005640,2612,160.24,16.3
E05005641,7046,765.22,9.2
E05005642,2815,196.89,14.3
E05005643,2450,337.09,7.3
E05005644,6172,12123.5,0.5
E05005645,7102,7473.68,1
E05005646,2136,2775.32,0.8
E05005647,2351,5071.8,0.5
E05005648,2270,7098.61,0.3
E05005649,7346,475.95,15.4
E05005650,7260,4789.7,1.5
E05005651,6778,8693.16,0.8
E05005652,6793,7213.44,0.9
E05005653,2500,232.68,10.7
E05005654,5263,635.13,8.3
E05005655,6203,141.02,44
E05005656,4622,1195.94,3.9
E05005657,5488,796.57,6.9
E05005658,4646,172.45,26.9
E05005659,4454,4574.59,1
E05005660,2539,4272.31,0.6
E05005661,4347,6502.46,0.7
E05005662,5113,112.11,45.6
E05005663,2258,7385.75,0.3
E05005664,1952,1435.88,1.4
E05005665,5133,1573.86,3.3
E05005666,8401,3261.95,2.6
E05005667,6055,825.54,7.3
E05005668,7051,1605.31,4.4
E05005669,7332,224.56,32.7
E05005670,2830,3801.26,0.7
E05005671,2084,5924.31,0.4
E05005672,2417,10009.06,0.2
E05005673,6076,433.26,14
E05005674,4193,187.03,22.4
E05005675,4084,177.71,23
E05005676,5852,160.38,36.5
E05005677,1887,3237.61,0.6
E05005678,2235,6870.14,0.3
E05005679,2424,5438.98,0.4
E05005680,2224,8810.76,0.3
E05005681,2522,5551.2,0.5
E05005682,6263,1271.56,4.9
E05005683,2444,3348.33,0.7
E05005684,2200,1088.85,2
E05005685,2938,3011.28,1
E05005686,4887,247.55,19.7
E05005687,4019,168.64,23.8
E05005688,4660,238.38,19.5
E05005689,4056,141.56,28.7
E05005690,2383,3351.59,0.7
E05005691,5909,277.27,21.3
E05005692,2153,1591.54,1.4
E05005693,2633,3231.18,0.8
E05005694,4811,4919.75,1
E05005695,2309,4345.31,0.5
E05005696,2057,3714.77,0.6
E05005697,3234,6350.71,0.5
E05005698,4421,1145.82,3.9
E05005699,2464,3000.57,0.8
E05005700,2086,5622.93,0.4
E05005701,7031,293.81,23.9
E05005702,6860,243.24,28.2
E05005703,4617,433.31,10.7
E05005704,2527,8332.4,0.3
E05005705,2664,7926.32,0.3
E05005706,2140,2818.09,0.8
E05005707,5417,8924.99,0.6
E05005708,2978,7005.93,0.4
E05005709,4710,2279.36,2.1
E05005710,5076,5111.49,1
E05005711,3196,6353.72,0.5
E05005712,4764,7141.68,0.7
E05005713,2222,3328.55,0.7
E05005714,2648,1348.34,2
E05005715,2708,3103.94,0.9
E05005716,2790,4349.78,0.6
E05005717,2452,7816.05,0.3
E05005718,5604,5914.69,0.9
E05005719,2363,9531.98,0.2
E05005720,2221,3479.26,0.6
E05005926,3357,75.52,44.5
E05005927,2160,108.62,19.9
E05005928,3864,114.42,33.8
E05005929,7086,581.28,12.2
E05005930,2257,49.14,45.9
E05005931,2248,176.16,12.8
E05005932,6815,153.68,44.3
E05005933,3401,84.32,40.3
E05005934,9384,239.19,39.2
E05005935,4484,73.84,60.7
E05005936,1692,2160.53,0.8
E05005937,4402,289.9,15.2
E05005938,2565,962.75,2.7
E05005939,4156,142.13,29.2
E05005940,3384,2816.8,1.2
E05005941,9751,415.42,23.5
E05005942,3475,115.41,30.1
E05005943,1952,3990.45,0.5
E05005944,4313,4025.51,1.1
E05005945,1783,1129.09,1.6
E05005946,1749,3675.15,0.5
E05005947,1759,1318.26,1.3
E05005948,6184,4842.21,1.3
E05005949,1853,3867.45,0.5
E05005950,2100,5845.48,0.4
E05005951,1886,2199.25,0.9
E05005952,6030,427.3,14.1
E05005953,1899,3096.6,0.6
E05005954,5770,511.34,11.3
E05005955,4233,2968.68,1.4
E05005956,4195,1671.87,2.5
E05005957,1844,3465.83,0.5
E05005958,1796,2580.76,0.7
E05005959,2047,2781.77,0.7
E05005960,3361,2864.65,1.2
E05005961,1969,4392.66,0.4
E05005962,2410,2002.77,1.2
E05005963,3709,3000.58,1.2
E05005964,1775,5070.52,0.4
E05005965,1967,7710.72,0.3
E05005966,2051,5047.74,0.4
E05005967,3390,149.54,22.7
E05005968,5259,1915.12,2.7
E05005969,4574,447.95,10.2
E05005970,3961,730.66,5.4
E05005971,1900,5821.03,0.3
E05005972,2147,4884.76,0.4
E05005973,2033,4757.24,0.4
E05005974,6318,4877.81,1.3
E05005975,2142,5348.81,0.4
E05005976,4702,1410.78,3.3
E05005977,3939,397.54,9.9
E05005978,4514,461.9,9.8
E05005979,7382,438.94,16.8
E05005980,6807,116.62,58.4
E05005981,4347,110.23,39.4
E05005982,6222,419.01,14.8
E05005983,2183,1390.36,1.6
E05005984,4735,780.4,6.1
E05005985,4076,1870.8,2.2
E05005986,2116,1890.84,1.1
E05005987,8067,114.92,70.2
E05005988,5466,146.06,37.4
E05005989,4887,213.38,22.9
E05008549,4789,119.27,40.2
E05005991,7449,1126.77,6.6
E05005992,5968,618.19,9.7
E05005993,4729,349.34,13.5
E05005994,7287,351.34,20.7
E05005995,2659,53.24,49.9
E05005996,5405,166.15,32.5
E05008550,2630,5199.37,0.5
E05005998,7694,1372.17,5.6
E05005999,7604,340.29,22.3
E05006000,4754,318.74,14.9
E05006001,6133,5167.69,1.2
E05006002,2646,7585.71,0.3
E05006003,5308,106.61,49.8
E05008824,9668,124.72,77.5
E05008825,8457,225.94,37.4
E05008826,3843,140.95,27.3
E05008827,5441,162.68,33.4
E05008828,13930,303.53,45.9
E05008829,14515,609.88,23.8
E05008830,10200,403.02,25.3
E05008831,5308,114.36,46.4
E05008832,4614,77.43,59.6
E05008833,4866,367.8,13.2
E05008834,5386,104.35,51.6
E05008835,4477,167.2,26.8
E05008836,11180,828.75,13.5
E05008837,9818,216.88,45.3
E05008838,4118,111.01,37.1
E05008839,7301,185.33,39.4
E05008840,4503,217.39,20.7
E05008841,4450,278.2,16
E05008842,4777,64.17,74.4
E05008843,5462,106.27,51.4
E05008844,4253,421.08,10.1
E05008845,4709,580.75,8.1
E05008846,5007,126.55,39.6
E05008847,5465,200.99,27.2
E05008848,5953,98.74,60.3
E05008849,5849,159.05,36.8
E05008850,4294,109.14,39.3
E05008851,4296,88.59,48.5
E05008852,11340,276.59,41
E05008853,4267,133.73,31.9
E05008854,5536,715.53,7.7
E05008855,4704,232.48,20.2
E05008856,4082,123.09,33.2
E05006027,2028,3997.47,0.5
E05006028,3442,5970.39,0.6
E05006029,4219,2252.11,1.9
E05006030,4357,297.28,14.7
E05006031,4215,156.35,27
E05006032,4446,234.04,19
E05006033,4100,5277.34,0.8
E05006034,2122,2194.58,1
E05006035,3629,7184.04,0.5
E05006036,4112,1893.26,2.2
E05006037,4404,218.12,20.2
E05006038,2258,3075.92,0.7
E05006039,4560,2817.12,1.6
E05006040,4329,1755.85,2.5
E05006041,2116,1664.56,1.3
E05006042,1675,1372.33,1.2
E05006043,2214,3185.5,0.7
E05006044,3832,1475.13,2.6
E05006045,1996,434.32,4.6
E05006046,2270,1455.64,1.6
E05006047,2176,757.32,2.9
E05006048,1998,4174.19,0.5
E05006049,1681,2293.06,0.7
E05006050,5837,511.86,11.4
E05006051,3415,1667.13,2
E05006052,1716,4826.8,0.4
E05006053,2042,2260.14,0.9
E05008595,5743,118.65,48.4
E05006055,7321,562.16,13
E05006056,8239,317.72,25.9
E05006057,5387,932.77,5.8
E05006058,4309,1481.76,2.9
E05008596,1747,1080.41,1.6
E05006060,8272,385.94,21.4
E05006061,4745,1128.22,4.2
E05006062,2263,2940.19,0.8
E05008597,5818,329.6,17.7
E05006064,4230,120.34,35.2
E05006065,3417,254.51,13.4
E05006066,2052,1781.32,1.2
E05008598,6047,177.08,34.1
E05006068,1731,2435.63,0.7
E05006069,4035,2257.64,1.8
E05006362,7245,156.16,46.4
E05006363,8156,474.12,17.2
E05006364,6966,172.11,40.5
E05006365,9732,813.04,12
E05006366,3158,369.62,8.5
E05006367,7108,1095.9,6.5
E05006368,6613,486.17,13.6
E05006369,6951,376.96,18.4
E05006370,6753,590.36,11.4
E05006371,11512,304.88,37.8
E05006372,12663,1382.64,9.2
E05006373,10937,1730.21,6.3
E05006374,11641,707.72,16.4
E05006375,2953,589.52,5
E05006376,7109,1706.28,4.2
E05006377,2285,2847.05,0.8
E05006378,2232,2721.09,0.8
E05006379,5623,1874.67,3
E05006380,1892,3330.45,0.6
E05006381,2485,5496.88,0.5
E05006382,7115,906.71,7.8
E05006383,6162,386.67,15.9
E05006384,4215,298.08,14.1
E05006385,4858,291.4,16.7
E05006386,2283,6231.15,0.4
E05006387,7948,723.94,11
E05006388,2472,1650.62,1.5
E05006389,2467,2027.01,1.2
E05006390,2296,4374.62,0.5
E05006391,2417,2102.37,1.1
E05006392,2289,4813.4,0.5
E05006393,3109,5017.67,0.6
E05006394,4274,5957.52,0.7
E05006395,2092,6820.16,0.3
E05006396,6325,1454.55,4.3
E05006397,9050,371.36,24.4
E05006398,6189,149.65,41.4
E05006399,7653,881.23,8.7
E05006400,6900,1642.36,4.2
E05006401,8232,1416.47,5.8
E05006402,2328,417.42,5.6
E05006403,2204,148.72,14.8
E05006404,4799,89.05,53.9
E05006405,5653,114.37,49.4
E05006406,5516,252.36,21.9
E05006407,5337,113.3,47.1
E05006408,7270,458.67,15.9
E05006409,2327,390.99,6
E05006410,5041,113.68,44.3
E05006411,7823,242.49,32.3
E05006412,6659,702.31,9.5
E05006413,3050,778.84,3.9
E05006414,9139,260.97,35
E05006415,6233,857.46,7.3
E05006416,5238,850.4,6.2
E05006417,5013,750.27,6.7
E05006418,4772,153.38,31.1
E05006419,4998,153.94,32.5
E05006420,5471,120.76,45.3
E05006421,8238,385.84,21.4
E05006422,2378,654.62,3.6
E05006423,1969,928.12,2.1
E05006424,6786,228.66,29.7
E05006425,3613,1103.59,3.3
E05006426,7076,1917.45,3.7
E05006427,6881,145.45,47.3
E05006428,7278,119.43,60.9
E05006429,5014,99.85,50.2
E05006430,6817,501.16,13.6
E05006431,2595,114.71,22.6
E05006432,4892,120.7,40.5
E05006433,2164,902.05,2.4
E05006434,7132,206.14,34.6
E05006435,7398,325.48,22.7
E05006436,2300,2216.16,1
E05006437,4974,78.78,63.1
E05006438,7045,202.86,34.7
E05006439,5629,1430.43,3.9
E05006440,4186,82.83,50.5
E05006441,6602,225.16,29.3
E05006442,4380,101.96,43
E05006443,1872,787.78,2.4
E05006444,6940,158.88,43.7
E05008857,2313,56.72,40.8
E05008858,2241,214.87,10.4
E05008859,3119,86.45,36.1
E05008860,3165,72.47,43.7
E05008861,3616,489.9,7.4
E05008862,3334,116.35,28.7
E05008863,2715,64.47,42.1
E05008864,2717,90.45,30
E05008865,3078,65.85,46.7
E05008866,2753,79.8,34.5
E05008867,2872,57.85,49.6
E05008868,3039,99.2,30.6
E05008869,3426,67.99,50.4
E05008870,2890,142.78,20.2
E05008871,2627,228.23,11.5
E05008872,2617,109.41,23.9
E05008873,3239,1008.94,3.2
E05008874,2546,208.5,12.2
E05008875,2722,888.27,3.1
E05008876,2947,360.58,8.2
E05008877,2932,50.88,57.6
E05008878,3189,257.51,12.4
E05008879,2839,169.4,16.8
E05008880,2646,248.71,10.6
E05008881,3225,283.31,11.4
E05008882,2833,194.61,14.6
E05008883,2895,66.9,43.3
E05008884,2307,105.15,21.9
E05008885,3082,63.55,48.5
E05008886,2690,400.49,6.7
E05008887,2854,87.9,32.5
E05008888,2581,234.58,11
E05008889,3091,624.57,4.9
E05008890,3335,154.4,21.6
E05008891,2378,86.77,27.4
E05008892,3613,133.84,27
E05006464,4969,419.56,11.8
E05006465,4788,257.27,18.6
E05006466,7335,277.95,26.4
E05006467,4457,1245.19,3.6
E05006468,5038,1520.13,3.3
E05006469,4926,320.4,15.4
E05006470,4507,483.04,9.3
E05006471,2255,8721.42,0.3
E05006472,4665,1629.18,2.9
E05006473,4571,7098.66,0.6
E05006474,5701,115.56,49.3
E05006475,5188,1764.29,2.9
E05006476,5947,5623.73,1.1
E05006477,8362,7251.42,1.2
E05006478,5614,3457.9,1.6
E05006479,5231,165,31.7
E05006480,2458,4502.65,0.5
E05006481,6512,2968.5,2.2
E05006482,6879,4542.29,1.5
E05006483,2395,1534.66,1.6
E05006484,2316,109.59,21.1
E05006485,3011,1355.46,2.2
E05006486,2443,3643.52,0.7
E05006487,2478,2981.17,0.8
E05006488,2771,3143.31,0.9
E05006489,4564,105.91,43.1
E05006490,4513,758.44,6
E05006491,4618,629.24,7.3
E05006492,4934,225.57,21.9
E05006493,7203,1477.23,4.9
E05006494,2768,1593.76,1.7
E05006495,3908,325.06,12
E05006496,5337,930.92,5.7
E05006497,1994,2236.05,0.9
E05006498,1637,193.36,8.5
E05006499,5096,564.18,9
E05006500,5121,108.32,47.3
E05006501,6480,1664.75,3.9
E05006502,3912,145.62,26.9
E05006503,4068,619.89,6.6
E05006504,4720,85.99,54.9
E05006505,4298,102.14,42.1
E05006506,1888,3867.77,0.5
E05006507,2190,2384.61,0.9
E05006508,7216,1154.59,6.2
E05006509,2639,1876.67,1.4
E05006510,2581,3932.53,0.7
E05006511,2077,4625.23,0.4
E05006512,1883,1102.93,1.7
E05006513,4810,1579.21,3
E05006514,4636,96.45,48.1
E05006515,3817,4754.1,0.8
E05006516,2221,3783.12,0.6
E05001842,6759,260.32,26
E05001843,3082,5122,0.6
E05001844,9837,286.58,34.3
E05001845,2817,5933.94,0.5
E05001846,2830,9005.24,0.3
E05001847,5880,7464.64,0.8
E05001848,3309,2738.18,1.2
E05001849,3094,11112.32,0.3
E05001850,3139,130.62,24
E05001851,3612,1958.21,1.8
E05001852,3450,10363.29,0.3
E05001853,2985,6936.8,0.4
E05001854,3057,10761.48,0.3
E05001855,3016,16846.94,0.2
E05001856,3811,2764.92,1.4
E05001857,2696,8650.09,0.3
E05001858,2116,5324.39,0.4
E05001859,5600,7868.33,0.7
E05001860,3205,4403.12,0.7
E05001861,3240,3585.6,0.9
E05001862,9636,4606.48,2.1
E05001863,5775,701.22,8.2
E05001864,5916,2832.82,2.1
E05001865,3357,6834.69,0.5
E05001866,3211,15958.96,0.2
E05001867,3144,9617.91,0.3
E05001868,3124,9633.46,0.3
E05001869,3290,4400.6,0.7
E05001870,3605,9401.68,0.4
E05001871,4947,623.96,7.9
E05001872,5635,270.64,20.8
E05001873,12619,371.1,34
E05001874,6900,269.19,25.6
E05001875,2996,3533.44,0.8
E05001876,3333,2584.59,1.3
E05001877,10377,592.24,17.5
E05001878,9265,318.32,29.1
E05001879,2818,8119.61,0.3
E05001880,3372,7783.04,0.4
E05001881,2622,8002.28,0.3
E05008136,3767,191.15,19.7
E05008137,4628,1813.91,2.6
E05008138,4032,7186.03,0.6
E05008139,4621,606.47,7.6
E05008140,4193,286.76,14.6
E05008141,11982,1292.72,9.3
E05008142,4550,146.18,31.1
E05008143,3728,17044.48,0.2
E05008144,3904,211.42,18.5
E05008145,6614,1929.65,3.4
E05008146,6830,912.55,7.5
E05008147,4929,741.06,6.7
E05008148,3906,14544.55,0.3
E05008149,4597,13815.97,0.3
E05008150,4231,86.29,49
E05008151,4240,6862.38,0.6
E05008152,3049,12206.39,0.2
E05008153,8936,10389.28,0.9
E05008154,4595,7307.07,0.6
E05008155,7226,16589.17,0.4
E05008156,3964,23165.42,0.2
E05008157,4105,198.75,20.7
E05008158,3783,19952.01,0.2
E05008159,3835,493.79,7.8
E05008160,5060,361.04,14
E05008161,3605,637.6,5.7
E05008162,4429,9394.74,0.5
E05008163,3988,6333.92,0.6
E05008164,3967,4198.06,0.9
E05008165,4119,12132.1,0.3
E05008166,4129,97.82,42.2
E05008167,3696,2739.79,1.3
E05008168,4136,2808.56,1.5
E05008169,4808,3592.75,1.3
E05008170,8654,307.77,28.1
E05008171,4375,187.82,23.3
E05008172,4283,3497.05,1.2
E05008173,4543,146.4,31
E05008174,3988,8213.74,0.5
E05008175,9056,384.54,23.6
E05008176,4300,403.31,10.7
E05008177,3749,94.17,39.8
E05008178,4558,185.83,24.5
E05008179,4281,9039.5,0.5
E05008180,4474,172.28,26
E05008181,3979,263.82,15.1
E05008182,4174,6441.24,0.6
E05008183,4333,4358.21,1
E05008184,4504,6112.15,0.7
E05008185,6866,4224.77,1.6
E05008186,4211,12960.06,0.3
E05008187,4666,5897.57,0.8
E05008188,4746,3764.24,1.3
E05008189,5248,4970.48,1.1
E05008190,3957,151.74,26.1
E05008191,4411,8895.71,0.5
E05008192,4590,11906.73,0.4
E05008193,4495,174.94,25.7
E05008194,8324,6847.84,1.2
E05008195,7005,1603.88,4.4
E05008196,4399,4338.13,1
E05008197,4067,4887.09,0.8
E05008198,3711,9029.48,0.4
E05008714,9918,417.35,23.8
E05008715,17250,904.79,19.1
E05008716,10779,464,23.2
E05008717,11322,270.59,41.8
E05008718,5203,146.43,35.5
E05008719,6304,318.82,19.8
E05008720,5744,116.25,49.4
E05008721,5751,132.41,43.4
E05008722,5261,122.58,42.9
E05008723,6206,308.62,20.1
E05008724,5108,134.09,38.1
E05008725,5089,114.97,44.3
E05008726,4476,257.11,17.4
E05008727,6719,358.59,18.7
E05008728,6269,219.01,28.6
E05008729,5801,219.2,26.5
E05008730,5827,141.29,41.2
E05008731,5533,373.41,14.8
E05008732,9997,457.88,21.8
E05008733,11836,661.14,17.9
E05008734,6467,165.06,39.2
E05008735,6650,215.25,30.9
E05008736,5878,266.15,22.1
